# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Mon May 18 07:03:00 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 7.68000 1.0499999523 2.4828114860    1.050 -0.035  3.7694  4.524    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.77e-14      0.00 7.094e-01 2.753e-01 2.707e-03 7.393e-04 6.715e-03 -1.000 1.526e-02 4.857 5.720 5.555 4.905 4.515 4.194 3.788 3.465 3.425
0.0152 0.01508 7.68000 1.1000000238 2.4916801480    1.099  0.064  3.7804  4.489    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.77e-14      0.00 7.095e-01 2.752e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.527e-02 4.611 5.330 5.242 4.640 4.278 3.975 3.597 3.297 3.262
0.0152 0.01508 7.68000 1.1499999762 2.4996678137    1.149  0.160  3.7914  4.456    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.88e-14      0.00 7.096e-01 2.752e-01 2.706e-03 7.388e-04 6.711e-03 -1.000 1.521e-02 4.370 4.973 4.941 4.386 4.049 3.764 3.413 3.134 3.104
0.0152 0.01508 7.68000 1.1860692501 2.5049516576    1.185  0.233  3.8000  4.431    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.78e-14      0.00 7.097e-01 2.751e-01 2.705e-03 7.387e-04 6.710e-03 -1.000 1.524e-02 4.187 4.711 4.714 4.196 3.878 3.606 3.275 3.014 2.987
0.0152 0.01508 7.68000 1.2000000477 2.5068948796    1.200  0.258  3.8026  4.422    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.08e-14      0.00 7.097e-01 2.750e-01 2.705e-03 7.387e-04 6.710e-03 -1.000 1.527e-02 4.126 4.628 4.640 4.133 3.821 3.553 3.228 2.972 2.946
0.0152 0.01508 7.68000 1.2500000000 2.5134610955    1.250  0.344  3.8124  4.392    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.01e-13      0.00 7.097e-01 2.750e-01 2.705e-03 7.387e-04 6.710e-03 -1.000 1.526e-02 3.910 4.340 4.377 3.910 3.619 3.367 3.064 2.827 2.805
0.0152 0.01508 7.68000 1.2999999523 2.5194498592    1.300  0.425  3.8215  4.365    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-13      0.00 7.097e-01 2.750e-01 2.705e-03 7.386e-04 6.709e-03 -1.000 1.526e-02 3.707 4.089 4.134 3.700 3.427 3.189 2.909 2.689 2.669
0.0152 0.01508 7.68000 1.3500001431 2.5249313723    1.350  0.502  3.8310  4.342    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-13      0.00 7.098e-01 2.750e-01 2.705e-03 7.386e-04 6.708e-03 -1.000 1.522e-02 3.514 3.853 3.902 3.501 3.246 3.024 2.765 2.565 2.546
0.0152 0.01508 7.68000 1.4000000954 2.5299650415    1.400  0.576  3.8407  4.323    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-13      0.00 7.098e-01 2.750e-01 2.705e-03 7.386e-04 6.708e-03 -1.000 1.520e-02 3.331 3.638 3.683 3.312 3.076 2.870 2.633 2.452 2.435
0.0152 0.01508 7.68000 1.4500000477 2.5346015836    1.450  0.643  3.8515  4.314    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-13      0.00 7.098e-01 2.749e-01 2.705e-03 7.385e-04 6.708e-03 -1.000 1.526e-02 3.162 3.438 3.476 3.137 2.922 2.735 2.522 2.362 2.346
0.0152 0.01508 7.68000 1.5000000000 2.5388844597    1.500  0.709  3.8636  4.312    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-13      0.00 7.099e-01 2.749e-01 2.704e-03 7.385e-04 6.707e-03 -1.000 1.525e-02 2.999 3.248 3.274 2.969 2.778 2.613 2.426 2.288 2.274
